Year,Actor,Movie,Songs,Singer,Music Director,Director
2003,Suriya,Kaakha Kaakha,Ennai Konjam,,Harris,Gautham Menon
2003,Suriya,Kaakha Kaakha,Ondra Renda,,Harris,Gautham Menon
2003,Suriya,Kaakha Kaakha,Oru Ooril,,Harris,Gautham Menon
2003,Suriya,Kaakha Kaakha,Thoodhu Varuma,,Harris,Gautham Menon
2003,Suriya,Kaakha Kaakha,Uyirin Uyire,,Harris,Gautham Menon
2005,Vikram,Anniyan,Kannum Kannum,,Harris,Shankar
2005,Vikram,Anniyan,Kadhal Yaanai,,Harris,Shankar
2005,Vikram,Anniyan,O Sukumari,,Harris,Shankar
2005,Vikram,Anniyan,Iyengaaru Veetu,,Harris,Shankar
2005,Vikram,Anniyan,Andangkaka Kondakari,,Harris,Shankar
2005,Suriya,Ghajini,Oru Maalai,,Harris,AR Murugadoss
2005,Suriya,Ghajini,Suttum Vizhi,,Harris,AR Murugadoss
2007,,Pachakili Muthucharam,Unakul Naane,,Harris,Gautham Menon
2007,,Pachakili Muthucharam,Un Siripinil,,Harris,Gautham Menon
2007,,Pachakili Muthucharam,Karu Karu,,Harris,Gautham Menon
2007,,Unnale Unnale,June Ponal,,Harris,Jeeva
2007,,Unnale Unnale,Vaigasi Nilave,,Harris,Jeeva
2007,,Unnale Unnale,Unnale Unnale,,Harris,Jeeva
2008,Vikram,Bheema,Mudhal Mazhai,,Harris,
2008,Vikram,Bheema,Enadhuyire,,Harris,
2008,,Sathyam,Aaradi Kaathe,,Harris,
2008,,Dhaam Dhoom,Yaaro Manathile,,Harris,Jeeva
2008,,Dhaam Dhoom,Anbe En Anbe,,Harris,Jeeva
2008,Suriya,Vaaranam Aayiram,Adiye Kolluthe,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Nenjukkul Peidhidum,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Yethi Yethi,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Annal Mele Panithuli,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Oh Shanthi Shanthi,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Ava Enna ,,Harris,Gautham Menon
2008,Suriya,Vaaranam Aayiram,Mundhinam Parthene,,Harris,Gautham Menon
2009,Suriya,Ayan,Pala Pala,,Harris,KV Anand
2009,Suriya,Ayan,Vizhi Moodi,,Harris,KV Anand
2009,Suriya,Aadhavan,Hasili Fisili,,Harris,
2009,Suriya,Aadhavan,Damaku Damaku,,Harris,
2009,Suriya,Aadhavan,Vaarayo Vaarayo,,Harris,
2011,,Engeyum Kadhal,Engeyum Kadhal,,Harris,
2011,,Engeyum Kadhal,Nenjil Nenjil,,Harris,
2011,,Engeyum Kadhal,Dhimu Dhimu,,Harris,
2011,,Ko,Enamo Aedho,,Harris,KV Anand
2011,Suriya,7am Arivu,Mun Andhi,,Harris,AR Murugadoss
2011,Suriya,7am Arivu,Yamma Yamma,,Harris,AR Murugadoss
2012,Vijay,Nanban,En Frienda Pola,,Harris,Shankar
2012,Vijay,Nanban,Asku Laska,,Harris,Shankar
2012,Vijay,Nanban,Nalla Nanban,,Harris,Shankar
2012,,Oru Kal Oru Kannadi,Venaam Machaan,,Harris,
2012,Suriya,Maatraan,Rettai Kathirae,,Harris,KV Anand
2012,Suriya,Maatraan,Naani Koni,,Harris,KV Anand
2012,Suriya,Maatraan,Yaaro Yaaro,,Harris,KV Anand
2012,Vijay,Thuppakki,Kutti Puli Kootam,,Harris,AR Murugadoss
2012,Vijay,Thuppakki,Google Google,,Harris,AR Murugadoss
2012,Vijay,Thuppakki,Vennilave,,Harris,AR Murugadoss
2013,,Irandam Ulagam,En Kadhal Theeye,,Harris,
2013,,Endrendrum Punnagai,Ennai Saaithaalae,,Harris,
2014,,Yaan,Latcham Calorie,,Harris,
2014,,Yaan,Aathangara Orathil,,Harris,
2015,,Anegan,Danga Maari Oodhari,,Harris,KV Anand
2015,,Anegan,Aaathadi Aathadi,,Harris,KV Anand
2015,,Anegan,Thodu Vaanam,,Harris,KV Anand
2015,Ajith,Yennai Arindhal,Mazhai Vara Pogudhe,,Harris,Gautham Menon
2015,Ajith,Yennai Arindhal,Unakenna Venum Sollu,,Harris,Gautham Menon
2015,Ajith,Yennai Arindhal,Adhaaru Adhaaru,,Harris,Gautham Menon
2015,Ajith,Yennai Arindhal,Idhayathai Edho Ondru,,Harris,Gautham Menon
2016,Vikram,Iru Mugan,Kannai Vittu,,Harris,
2017,,Vanamagan,Silu Silu ,,Harris,
2017,,Vanamagan,Yemma Yea Azhagamma,,Harris,
2019,,Kaappaan,Siriki,,Harris,KV Anand
2019,,Kaappaan,Hey Amigo,,Harris,KV Anand
,,Dhruva Natchathiram,Oru Manam,,Harris,Gautham Menon
1999,Suriya,Poovellam Kettuppar,Chudithar Aninthu,,Yuvan,
1999,Suriya,Poovellam Kettuppar,Irava Pagala,,Yuvan,
2001,Ajith,Dheena,Sollamal Thottu,,Yuvan,AR Murugadoss
2001,Ajith,Dheena,Vathikuchi Pathikadhu,,Yuvan,AR Murugadoss
2001,,Manadhai Thirudivittai,Manja Kaatu Maina,,Yuvan,
2001,Suriya,Nandha,Mun Paniyaa,,Yuvan,
2002,Dhanush,Thulluvadho Ilamai,Kann Munney,,Yuvan,Selva
2002,Dhanush,Thulluvadho Ilamai,Neruppu Koothadikudhu,,Yuvan,Selva
2002,Suriya,Mounam Pesiyadhe,Aadatha Aatamellam,,Yuvan,
2003,Dhanush,Kaadhal Kondein,Devathaiyai Kanden,,Yuvan,Selva
2003,Dhanush,Kaadhal Kondein,Nenjodu,,Yuvan,Selva
2004,,7G Rainbow Colony,Ninaithu Ninaithu,,Yuvan,Selva
2004,,7G Rainbow Colony,Kan Pesum Vaarthaigal,,Yuvan,Selva
2004,,Manmadhan,Kadhal Valarthen,,Yuvan,
2005,,Kanda Naal Mudhal,Merke Merke,,Yuvan,
2005,,Sandakozhi,Mundasu Sooriyane,,Yuvan,
2006,Dhanush,Pudhupettai,Oru Naalil,,Yuvan,Selva
2006,Dhanush,Pudhupettai,Variya,,Yuvan,Selva
2006,,Vallavan,Loosu Penne,,Yuvan,
2007,,Deepavali,Kadhal Vaithu,,Yuvan,
2007,Karthi,Paruthiveeran,Ariyadha Vayasu,,Yuvan,
2007,Karthi,Paruthiveeran,Ayyayyo,,Yuvan,
2007,Karthi,Paruthiveeran,Oororam Puliyamaram,,Yuvan,
2007,,Chennai 28,Yaaro,,Yuvan,Venkat Prabhu
2007,,Chennai 28,Jalsa,,Yuvan,Venkat Prabhu
2007,,Chennai 28,Saroja Saman Nikalo,,Yuvan,Venkat Prabhu
2007,,Thottal Po Malarum,Arabu Naade,,Yuvan,
2007,,Kattradhu Tamizh,Paravaiye Engu Irukirai,,Yuvan,
2007,Suriya,Vel,Indha Ooril,,Yuvan,
2007,Suriya,Vel,Kovakkara Kiliye,,Yuvan,
2007,Suriya,Vel,Aayiram Jannal,,Yuvan,
2007,Ajith,Billa,Vethalaya Potendi,,Yuvan,
2007,Ajith,Billa,Seval Kodi,,Yuvan,
2008,Dhanush,Yaaradi Ni Mohini,Engeyo Paartha,,Yuvan,
2008,Dhanush,Yaaradi Ni Mohini,Oru Naalaikkul,,Yuvan,
2008,Dhanush,Yaaradi Ni Mohini,Venmegam,,Yuvan,
2008,,Saroja,Kodana Kodi,,Yuvan,Venkat Prabhu
2008,,Silambattam,Where is the party,,Yuvan,
2009,,Siva Manasula Sakthi,Oru Kal Oru Kannadi,,Yuvan,
2009,,Vaamanan,Oru Devathai Paarkum,,Yuvan,
2010,Karthi,Paiyaa,Thuli Thuli,,Yuvan,
2010,Karthi,Paiyaa,Adada Mazhaida,,Yuvan,
2010,Karthi,Paiyaa,Yedho Ondru,,Yuvan,
2010,Karthi,Paiyaa,En Kadhal Solla,,Yuvan,
2010,Karthi,Paiyaa,Suthuthe Suthuthe,,Yuvan,
2010,,Theeradha Vilayatu Pillai,En Jannal Vandha,,Yuvan,
2010,,Goa,Idhu Varai,,Yuvan,Venkat Prabhu
2010,Karthi,Naan Mahaan Alla,Iragai Pole,,Yuvan,
2011,Ajith,Mankatha,Machi Open the bottle,,Yuvan,Venkat Prabhu
2011,Ajith,Mankatha,Nanbane,,Yuvan,Venkat Prabhu
2013,,Kedi Billa Kiladi Ranga,Konjum Killi,,Yuvan,
2013,,Kedi Billa Kiladi Ranga,Dheivangal Ellam,,Yuvan,
2013,,Thanga Meengal,Aanadha Yaazhai,,Yuvan,
2013,Karthi,Biryani,Edhirthu Nil,,Yuvan,Venkat Prabhu
2013,Ajith,Arrambam,Adadada Arrambame,,Yuvan,
2014,Suriya,Anjaan,Kaadhal Aasai,,Yuvan,
2014,Suriya,Anjaan,Ek Do Theen,,Yuvan,
2016,,Dharma Durai,Poi Vaada,,Yuvan,
2016,,Dharma Durai,Makka Kalanguthappa,,Yuvan,
2018,,Pyaar Prema Kaadhal,High On Love,,Yuvan,
2019,Suriya,NGK,Anbe Peranbe,,Yuvan,Selva
2021,,Maanadu,Voice Of Unity,,Yuvan,Venkat Prabhu
2021,,Maanadu,Meherezylaa,,Yuvan,Venkat Prabhu
2022,Karthi,Viruman,Kanja Poovu Kannala,,Yuvan,
2022,Karthi,Viruman,Madura Veeran,,Yuvan,
2022,,Love Today,Pacha Elai,,Yuvan,
2012,Dhanush,3,Idhazhin Oram,,Anirudh,
2012,Dhanush,3,Kannazhaga,,Anirudh,
2012,Dhanush,3,Nee Partha Vizhigal,,Anirudh,
2012,Dhanush,3,Why This Kolaveri,,Anirudh,
2012,Dhanush,3,Po Nee Po,,Anirudh,
2013,Sivakarthikeyan,Ethir Neechal,Nijamellam Marandhu,,Anirudh,
2013,Sivakarthikeyan,Ethir Neechal,Boomi Enna Suthudhe,,Anirudh,
2013,,Ethir Neechal,Love Boys,,Anirudh,
2013,,David,Kanave Kanave ,,Anirudh,
2013,,Vanakkam Chennai,Osakka Osakka,,Anirudh,
2013,,Vanakkam Chennai,Oh Penne,,Anirudh,
2013,,Vanakkam Chennai,Engadi Porandha,,Anirudh,
2013,,Vanakkam Chennai,Chennai City Gangsta,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,Title Song,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,Amma Amma,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,Po Indru Neeyaga,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,What A Karuvad,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,Ey Inga Paaru,,Anirudh,
2014,Dhanush,Velaiilla Pattadhari,Udhungada Sangu,,Anirudh,
2014,Sivakarthikeyan,Maan Karate,Darling Dambakku,,Anirudh,
2014,Sivakarthikeyan,Maan Karate,Un Vizhigalil,,Anirudh,
2014,Sivakarthikeyan,Maan Karate,Royapuram Peter,,Anirudh,
2014,Vijay,Kaththi,Pakkam Vandhu,,Anirudh,AR Murugadoss
2014,Vijay,Kaththi,Selfie Pulla,,Anirudh,AR Murugadoss
2014,Vijay,Kaththi,Aathi,,Anirudh,AR Murugadoss
2015,Sivakarthikeyan,Kakki Sattai,Kadhal Kan Kattudhe,,Anirudh,
2015,Sivakarthikeyan,Kakki Sattai,Kattikida,,Anirudh,
2015,Dhanush,Maari,Maari Thara Local,,Anirudh,
2015,Dhanush,Maari,Don u Don u,,Anirudh,
2015,Vijay Sethupathi,Naanum Rowdy Dhan,Thangamey,,Anirudh,Vignesh Shivan
2015,Vijay Sethupathi,Naanum Rowdy Dhan,Neeyum Naanum,,Anirudh,Vignesh Shivan
2015,Vijay Sethupathi,Naanum Rowdy Dhan,Yennai Matrum Kadhale,,Anirudh,Vignesh Shivan
2015,Vijay Sethupathi,Naanum Rowdy Dhan,Kannana Kanne,,Anirudh,Vignesh Shivan
2015,Vijay Sethupathi,Naanum Rowdy Dhan,Varavaa Varavaa,,Anirudh,Vignesh Shivan
2015,Ajith,Vedalam,Veera Vinayaka,,Anirudh,Siva
2015,Ajith,Vedalam,Aaluma Doluma,,Anirudh,Siva
2015,Dhanush,Thanga Magan,Enna Solla,,Anirudh,
2016,Sivakarthikeyan,Remo,Sirikadhey,,Anirudh,
2016,Sivakarthikeyan,Remo,Daavuya,,Anirudh,
2016,Sivakarthikeyan,Remo,Tamilselvi,,Anirudh,
2016,Sivakarthikeyan,Remo,Senjitaley,,Anirudh,
2017,Ajith,Vivegam,Surviva,,Anirudh,Siva
2017,Sivakarthikeyan,Velaikaran,Karuthavanlam Galejam,,Anirudh,
2018,Suriya,Thaana Serndha Kootam,Naana Thaana,,Anirudh,Vignesh Shivan
2018,Suriya,Thaana Serndha Kootam,Sodakku,,Anirudh,Vignesh Shivan
2021,Vijay,Master,Kutti Story,,Anirudh,Lokesh Kanagaraj
2021,Vijay,Master,Polakattum Para Para,,Anirudh,Lokesh Kanagaraj
2021,Vijay,Master,Vaathi Coming,,Anirudh,Lokesh Kanagaraj
2021,Vijay,Master,Vaathi Raid,,Anirudh,Lokesh Kanagaraj
2021,Vijay,Master,Andha Kanna Paathaka,,Anirudh,Lokesh Kanagaraj
2021,Sivakarthikeyan,Doctor,Chellamma,,Anirudh,Nelson
2021,Sivakarthikeyan,Doctor,So Baby,,Anirudh,Nelson
2022,Vijay,Beast,Arabic Kuthu,,Anirudh,Nelson
2022,Vijay,Beast,Jolly O Gymkhana,,Anirudh,Nelson
2022,Vijay,Beast,Beast Mode,,Anirudh,Nelson
2022,Vijay Sethupathi,Kaathuvakula Rendu Kadhal,Naan Pizhai,,Anirudh,Vignesh Shivan
2022,Sivakarthikeyan,Don,Jalabulajangu,,Anirudh,
2022,Sivakarthikeyan,Don,Bae,,Anirudh,
2022,Dhanush,Thiruchitrambalam,Thaai Kelavi,,Anirudh,
2022,Dhanush,Thiruchitrambalam,Megham Karukkatha,,Anirudh,
2022,Dhanush,Thiruchitrambalam,Life Of Pazham,,Anirudh,
2022,Dhanush,Thiruchitrambalam,Thenmozhi,,Anirudh,
2023,,Jawan,Vandha Edam,,Anirudh,
2023,Vijay,Leo,Naa Ready,,Anirudh,Lokesh Kanagaraj
1995,Arjun,Karnaa,Malare Mounama,,Vidyasagar,
,,Pasumpon,Thamarai Poovukum,Sujatha Mohan,Vidyasagar,Bharathiraja
2003,Vikram,Dhool,Madurai Veeran,,Vidyasagar,
2003,Vikram,Dhool,Koduva Meesai,,Vidyasagar,
2003,,Parthiban Kanavu,Kanaa Kandaenadi,,Vidyasagar,
2003,Vijay,Thirumalai,Neeyaa Pesiyadhu,,Vidyasagar,
2004,Vijay,Ghilli,Arjunaru Villu,,Vidyasagar,
2004,Vijay,Ghilli,Appadi Podu,,Vidyasagar,
2008,,Pirivom Santhipom,Kanden Kanden,,Vidyasagar,
2008,,Pirivom Santhipom,Medhuva Medhuva,,Vidyasagar,
1999,Ajith,Amarkalam,Satham Iladha,,Bharadwaj,
2002,Vikram,Gemini,O Podu,,Bharadwaj,
2004,,Autograph,Nyabagam Varudhe,,Bharadwaj,
2004,,Autograph,Ovvoru Pookalume,,Bharadwaj,
1997,,Suryavamsam,Rosappu Chinna Rosappu,,SA Rajkumar,
1997,,Suryavamsam,Chalakku Chalaku,,SA Rajkumar,
1997,,Suryavamsam,Natchathira Janalil,,SA Rajkumar,
1999,,Thulladha Manamum Thullum,Innisai Paadivarum,Unni Krishnan,SA Rajkumar,
1999,,Nee Varuvai Ena,Oru Devathai Vandhu Vital,"Hariharan, Chitra",SA Rajkumar,
2000,Vijaykanth,Vaanathai Pola,Engal Veetil Ella Naalum,"SPB, Sujatha Mohan",SA Rajkumar,
1994,,Naatamai,Kotta Paakum,"S Janaki, Mano",Sirpy,KS Ravikumar
2001,Vijay,Shahjahan,Mellinamae Mellinamae,Harish Raghavendra,Mani Sharma,
2001,Vijay,Shahjahan,Sarakku Vachiruken,Shankar Mahadevan,Mani Sharma,
2002,Vijay,Youth,Sakarai Nilavae,Harish Raghavendra,Mani Sharma,
2002,Vijay,Youth,Aal Thotta Bhoopathi,Shankar Mahadevan,Mani Sharma,
2005,Vijay,Thirupachi,Kumbida Pona Deivam,Shankar Mahadevan,Dhina,
2007,Vijay,Pokkiri,Aadungada Enna Suththi,Naveen,Mani Sharma,
2007,Vijay,Pokkiri,En Chella Peru Apple,AV Ramanan,Mani Sharma,
2009,Dhanush,Padikkadavan ,Hey Vetri Velaa,Ranjith,Mani Sharma,
2005,Suriya,Maayavi,Kaathadi Pole,Kalpana ,DSP,
2005,Suriya,Aaru,Soda Bottle,Shankar Mahadevan,DSP,
2005,Suriya,Aaru,Paakatha,"Tippu, Sreenivasan",DSP,
2008,Jayam Ravi,Santhosh Subramaniam,Adada Adada,Siddharth,DSP,
2009,Vijay,Villu,Hey Rama Rama,Amal Raj,DSP,
2010,Suriya,Singham,Naane Indhiran,"Benny Dayal, Manicka Vinayagam",DSP,
2015,Vijay,Puli,Puli Puli,"Mano, Priyadarshini",DSP,
2015,Vijay,Puli,Yendi Yendi,"Vijay, Shruti",DSP,
2006,,Chithiram Pesuthadi,Vazha Meenu,Gana Ulaganathan,Sundar Babu,
2008,,Anjathe,Atcham Thavir,Mysskin,Sundar Babu,
2008,,Anjathe,Kaththazha Kannaala,Naveen,Sundar Babu,
2008,,Anjathe,Kannadasan Karaikudi,Mysskin,Sundar Babu,
2009,,Nadodigal,Aadungada Machan,Velmurugan,Sundar Babu,
2007,,Naan Avan Ilai,Macha Kanni,Vijay Antony,Vijay Antony,
2008,,Kadhalil Vizhunthen,Nakka Mukka,Vijay Antony,Vijay Antony,
2009,,TN 07 AL 4777,Aathichudi,Vijay Antony,Vijay Antony,
2009,Vijay,Vettaikarann,Naan Adicha,Shankar Mahadevan,Vijay Antony,
2009,Vijay,Vettaikarann,Puli Urumudhu,"Ananthu, Mahesh Vinayakam",Vijay Antony,
2010,Dhanush,UthamaPuthiran,Idicha Pacharisi,"Sangeetha, Ranjith",Vijay Antony,
2011,Vijay,Velayudham,Chillax,"Karthik, Charulatha Mani",Vijay Antony,
2008,,Subramaniapuram,Kangal Irandal,Deepa Miriam,James Vasanthan,
2008,,Subramaniapuram,Madhura Kulunga,Velmurugan,James Vasanthan,
2011,,Vaagai Sooda Vaa,Sara Sara Saara Kaathu,Chinmayi,Ghibran,
2012,,Attakaththi,Aasai Oru Pulveli,"Pradeep Kumar, Kalyani Nair",SaNa,Pa Ranjith
2012,Vijay Sethupathi,Pizza,Mogathirai,Pradeep Kumar ,,Karthik Subburaj
2014,,Cuckoo,Aagasatha Naa Paakuren,"Pradeep Kumar, Kalyani Nair",,
2014,Karthi,Madras,Naan Nee,"Shakthisree, Dhee",,Pa Ranjith
2014,Karthi,Madras,Aagayam Theepidicha,Pradeep Kumar,,Pa Ranjith
2015,,36 Vayadhinile,Pogiren,Kalpana,,
2015,,36 Vayadhinile,Rasathii,Lalitha,,
2016,Madhavan,Irudhi Sutru,Ey Sandakaara,Dhee,,
2016,,Manithann,Aval,Pradeep Kumar,,
2016,Dhanush,Kodi,Sirukki Vasam,"Anand Aravind, Shwetha Mohan",,
2017,Vijay,Bairavaa,Nilayo,Haricharan,,
2017,,Meyadha Maan,Megamo Aval,Pradeep Kumar,,
2017,,Meyadha Maan,Enga Veetu Kuthuvilakey,Ka Ka Bala,,
2018,Dhanush,Vada Chennai,Kaarkuzhal Kadavaaiye,"Sriram Parthasarathy, Pradeep Kumar",,
2018,Dhanush,Vada Chennai,Ennadi Mayavi Nee,Sid Sriram,,
2020,Jeeva,Gypsy,Manamengum Maaya Oonjal,"Dhee, Haricharan",,
2021,,Karnann,Kanda Vara Sollunga,SaNa,,
2021,,Karnann,Manjanathi Puranam,"SaNa, Deva",,
